model,seed,prompt_id,family,pair_id,is_financial,idx,parse_mode,name,formula,rationale,source_type,source_ref,quote_found,valid,reasons,warnings,canonical,depth,n_vars,scale_free,uses_ts,uses_note_var
gemma4-e2b-plecpu,2,F1-006,F1,P07-NLG17-debt,False,1,strict,debt_to_asset_ratio_growth_2,"growth(safe_div(short_term_debt, total_assets)) * growth(safe_div(short_term_debt, total_assets), 2)","Đánh giá tốc độ tăng trưởng tỷ lệ nợ ngắn hạn trên tổng tài sản. Tỷ lệ này tăng nhanh cho thấy áp lực tài chính gia tăng, ảnh hưởng tiêu cực đến lợi nhuận.",line_item,"short_term_debt, total_assets, growth",False,False,bad_arity:growth,,"(growth(safe_div(short_term_debt,total_assets))*growth(safe_div(short_term_debt,total_assets),2))",4,2,False,True,False
gemma4-e2b-plecpu,2,F1-006,F1,P07-NLG17-debt,False,2,strict,financial_expense_mean_rank_3,"rank(mean(financial_expense, 3))",Xếp hạng dựa trên giá trị trung bình của chi phí tài chính trong 3 quý gần nhất. Cổ phiếu có chi phí tài chính trung bình cao hơn có thể đối mặt với rủi ro chi phí lãi vay cao hơn trong kỳ tới.,line_item,"financial_expense, mean, rank",False,False,bad_lag:mean,,"rank(mean(financial_expense,3))",3,1,False,True,False
gemma4-e2b-plecpu,2,F2-007,F2,P07-NLG17-debt,False,0,strict,debt_to_asset_ratio_lag_1,"zscore(total_liabilities, k=1)","Tỷ lệ nợ trên tổng tài sản là một chỉ số cơ bản về mức độ đòn bẩy tài chính. Việc sử dụng z-score giúp chuẩn hóa giá trị này theo lát cắt ngang, cho thấy mức độ rủi ro nợ của công ty trong kỳ.",note,TỔNG CỘNG TÀI SẢN,False,False,syntax_error:keyword,,,,,False,False,False
gemma4-e2b-plecpu,2,F2-007,F2,P07-NLG17-debt,False,1,strict,interest_expense_growth_2,"growth(interest_expense, k=2)",Tốc độ tăng trưởng chi phí lãi vay trong hai quý gần nhất là một chỉ báo mạnh mẽ về áp lực chi phí tài chính hiện tại. Tăng trưởng cao có thể phản ánh việc tăng gánh nặng nợ hoặc lãi suất.,line_item,interest_expense,False,False,syntax_error:keyword,,,,,False,True,False
gemma4-e2b-plecpu,2,F2-007,F2,P07-NLG17-debt,False,2,strict,short_term_debt_ratio_rank_1,"rank(short_term_debt, k=1)","Xếp hạng dựa trên mức độ phụ thuộc vào nợ ngắn hạn. Việc xếp hạng giúp xác định các cổ phiếu có cấu trúc tài trợ ngắn hạn khác biệt, có thể ảnh hưởng đến tính thanh khoản và rủi ro ngắn hạn.",note,Vay ngắn hạn từ ngân hàng,True,False,syntax_error:keyword,,,,,False,False,False
gemma4-e2b-plecpu,2,F3-005,F3,P07-NLG17-debt,False,0,strict,interest_expense_to_total_liabilities,"abs(interest_expense) * safe_div(total_liabilities, total_liabilities)",Tỷ lệ chi phí lãi vay so với tổng nợ cho thấy mức độ áp lực chi phí tài chính. Tỷ lệ cao hơn có thể báo hiệu rủi ro thanh khoản cao hơn trong quý tới.,line_item,"interest_expense, total_liabilities",False,True,,,"(abs(interest_expense)*safe_div(total_liabilities,total_liabilities))",3,2,True,False,False
gemma4-e2b-plecpu,2,F3-005,F3,P07-NLG17-debt,False,1,strict,short_term_debt_to_total_liabilities,"safe_div(short_term_debt, total_liabilities)",Tỷ lệ nợ ngắn hạn so với tổng nợ đo lường mức độ rủi ro thanh khoản tức thời. Tỷ lệ cao cho thấy khả năng doanh nghiệp phải đối mặt với áp lực trả nợ ngắn hạn lớn hơn.,line_item,"short_term_debt, total_liabilities",False,True,,,"safe_div(short_term_debt,total_liabilities)",2,2,True,False,False
gemma4-e2b-plecpu,2,F3-005,F3,P07-NLG17-debt,False,2,strict,total_liabilities_to_assets,"safe_div(total_liabilities, total_assets)",Tỷ lệ nợ trên tổng tài sản là thước đo đòn bẩy tài chính tổng thể. Đòn bẩy cao hơn thường đi kèm với rủi ro lợi suất cao hơn trong môi trường lãi suất biến động.,note,"TỔNG CỘNG TÀI SẢN, NỢ PHẢI TRẢ",False,True,,,"safe_div(total_liabilities,total_assets)",2,2,True,False,False
gemma4-e2b-plecpu,2,F4-005,F4,P07-NLG17-debt,False,0,recovered,interest_expense_lag_rank,"rank(interest_expense, 1) * zscore(interest_expense, 4)","Xếp hạng dựa trên sự biến động của chi phí lãi vay trong quý gần nhất, cho thấy rủi ro chi phí tài chính ngắn hạn.",line_item,interest_expense,False,False,bad_arity:rank|bad_arity:zscore|duplicate,,"(rank(interest_expense,1)*zscore(interest_expense,4))",3,1,False,False,False
gemma4-e2b-plecpu,2,F2-008,F2,P08-POW17-debt,False,0,strict,interest_expense_lag_zscore,"zscore(lag(interest_expense, 1))","Đo lường sự biến động của chi phí lãi vay trong quý hiện tại so với quý trước, giúp xác định các quý có xu hướng chi phí lãi vay tăng/giảm bất thường, ảnh hưởng trực tiếp đến lợi nhuận.",line_item,interest_expense,False,False,duplicate,,"zscore(lag(interest_expense,1))",3,1,False,True,False
gemma4-e2b-plecpu,2,F2-008,F2,P08-POW17-debt,False,1,strict,long_term_debt_ratio_zscore,zscore(short_term_debt safe_div(long_term_debt)),"Xếp hạng dựa trên tỷ lệ nợ ngắn hạn trên nợ dài hạn, phản ánh mức độ rủi ro tài chính tổng thể của công ty, nơi nợ dài hạn là một yếu tố cấu thành lớn trong Bảng Cân đối Kế toán.",note,Vay dài hạn | 30.421.681.064.106 | 30.421.681.064.106,True,False,syntax_error,,,,,False,False,False
gemma4-e2b-plecpu,2,F2-008,F2,P08-POW17-debt,False,2,strict,cfo_revenue_growth_rank,"rank(growth(cfo, 1))","Đánh giá khả năng tạo ra dòng tiền hoạt động (CFO) tăng trưởng trong quý tới, một chỉ báo quan trọng về sức khỏe hoạt động, có thể liên quan đến khả năng trả nợ và lợi nhuận.",line_item,cfo,False,True,,,"rank(growth(cfo,1))",3,1,True,True,False
gemma4-e2b-plecpu,2,F3-006,F3,P08-POW17-debt,False,0,strict,interest_expense_to_revenue_growth,"growth(interest_expense, revenue, 1)","Tỷ lệ chi phí lãi vay so với tốc độ tăng trưởng doanh thu phản ánh gánh nặng chi phí tài chính trên quy mô kinh doanh, ảnh hưởng tiêu cực đến lợi suất.",line_item,"interest_expense, revenue",False,False,bad_arity:growth,,"growth(interest_expense,revenue,1)",2,2,False,True,False
gemma4-e2b-plecpu,2,F3-006,F3,P08-POW17-debt,False,1,strict,long_term_debt_to_total_assets,"safe_div(long_term_debt, total_assets)","Tỷ lệ nợ dài hạn trên tổng tài sản đo lường mức độ sử dụng đòn bẩy tài chính dài hạn, rủi ro cao hơn cho cổ phiếu.",line_item,"long_term_debt, total_assets",False,True,,,"safe_div(long_term_debt,total_assets)",2,2,True,False,False
gemma4-e2b-plecpu,2,F3-006,F3,P08-POW17-debt,False,2,strict,long_term_debt_ratio_note,"rank(safe_div(long_term_debt, total_liabilities))","Xếp hạng dựa trên tỷ lệ nợ dài hạn so với tổng nợ, cho thấy mức độ phụ thuộc vào nợ dài hạn của doanh nghiệp.",note,Vay dài hạn | 30.421.681.064.106 | 30.421.681.064.106,True,True,,,"rank(safe_div(long_term_debt,total_liabilities))",3,2,True,False,False
gemma4-e2b-plecpu,2,F1-007,F1,P09-HAH24-fixed_assets,False,0,strict,capex_to_revenue_ratio_lag_2,"abs(revenue lag(2)) safe_div(capex, long_term_assets lag(2))","Đo lường mức độ chi tiêu đầu tư mới (capex) so với doanh thu trong hai quý trước, cho thấy hiệu quả sử dụng vốn trong chu kỳ. Tỷ lệ cao có thể báo hiệu tăng trưởng trong tương lai.",line_item,"revenue, capex, long_term_assets",False,False,syntax_error,,,,,False,True,False
gemma4-e2b-plecpu,2,F1-007,F1,P09-HAH24-fixed_assets,False,1,strict,depreciation_to_equity_ratio_zscore,zscore(depreciation) * zscore(equity),"So sánh mức độ khấu hao (chi phí) với vốn chủ sở hữu. Một tỷ lệ cao có thể cho thấy doanh nghiệp đang sử dụng tài sản để tạo ra lợi nhuận, ảnh hưởng đến giá trị vốn chủ sở hữu.",line_item,"depreciation, equity",False,True,,,(zscore(depreciation)*zscore(equity)),3,2,True,False,False
gemma4-e2b-plecpu,2,F1-007,F1,P09-HAH24-fixed_assets,False,2,strict,capex_to_total_assets_growth_ratio,growth(capex) safe_div(total_assets lag(1)),Đo lường tốc độ tăng trưởng của chi tiêu đầu tư (capex) so với tổng tài sản. Tỷ lệ này giúp đánh giá mức độ mở rộng cơ sở tài sản của doanh nghiệp.,line_item,"capex, total_assets",False,False,syntax_error,,,,,False,True,False
gemma4-e2b-plecpu,2,F2-009,F2,P09-HAH24-fixed_assets,False,0,strict,capex_to_asset_ratio_growth,"growth(capex, 1) * safe_div(fixed_assets, total_assets)","Công thức này đo lường mức độ tăng trưởng chi tiêu đầu tư mới (capex) so với tổng tài sản, cho thấy khả năng mở rộng hoạt động trong tương lai. Tỷ lệ cao có thể dự báo lợi suất tích cực.",line_item,capex,False,True,,,"(growth(capex,1)*safe_div(fixed_assets,total_assets))",3,3,True,True,False
gemma4-e2b-plecpu,2,F2-009,F2,P09-HAH24-fixed_assets,False,1,strict,depreciation_to_revenue_ratio_lag,"lag(depreciation, 1) * safe_div(revenue, revenue)","Đo lường mức độ khấu hao so với doanh thu trong kỳ. Tỷ lệ này có thể phản ánh mức độ hao mòn tài sản trong hoạt động kinh doanh, ảnh hưởng đến biên lợi nhuận.",note,"Khi tài sản cố định hữu hình được bán hay thanh lý, nguyên giá và giá trị hao mòn lũy kế được xóa số và lãi, lỗ phát sinh do thanh lý được ghi nhận vào thu nhập hay chi phí trong kỳ",True,True,,,"(lag(depreciation,1)*safe_div(revenue,revenue))",3,2,True,True,False
gemma4-e2b-plecpu,2,F2-009,F2,P09-HAH24-fixed_assets,False,2,strict,fixed_asset_value_mean_rank,"rank(fixed_assets) * mean(fixed_assets, 4)","Công thức này sử dụng giá trị tài sản cố định để xếp hạng, sau đó lấy giá trị trung bình của nó. Nó đánh giá mức độ hiện hữu và quy mô tài sản, có thể là yếu tố ổn định cho lợi suất.",line_item,fixed_assets,False,True,,,"(mean(fixed_assets,4)*rank(fixed_assets))",3,1,True,True,False
gemma4-e2b-plecpu,2,F3-007,F3,P09-HAH24-fixed_assets,False,0,strict,capex_to_revenue_ratio,"safe_div(abs(capex), revenue)","Tỷ lệ chi tiêu cho đầu tư mới (capex) so với doanh thu cho thấy mức độ mở rộng hoạt động trong kỳ, có thể là tín hiệu của sự tăng trưởng trong tương lai.",line_item,"capex, revenue",False,True,,,"safe_div(abs(capex),revenue)",3,2,True,False,False
gemma4-e2b-plecpu,2,F3-007,F3,P09-HAH24-fixed_assets,False,1,strict,depreciation_to_fixed_assets,"safe_div(depreciation, fixed_assets)","Mức độ khấu hao so với tổng tài sản cố định phản ánh mức độ sử dụng tài sản hiện tại, giúp đánh giá hiệu quả sử dụng tài sản.",line_item,"depreciation, fixed_assets",False,True,,,"safe_div(depreciation,fixed_assets)",2,2,True,False,False
gemma4-e2b-plecpu,2,F3-007,F3,P09-HAH24-fixed_assets,False,2,strict,remaining_asset_value_ratio,"safe_div(tangible_fixed_assets, fixed_assets)","Tỷ lệ tài sản cố định hữu hình còn lại so với tổng tài sản cho thấy mức độ tài sản cố định đóng góp vào tổng tài sản, là thước đo cơ cấu tài sản.",note,Tài sản cố định hữu hình được thể hiện theo nguyên giá trừ hao mòn lũy kế,True,True,,,"safe_div(tangible_fixed_assets,fixed_assets)",2,2,True,False,False
gemma4-e2b-plecpu,2,F4-006,F4,P09-HAH24-fixed_assets,False,0,strict,depreciation_to_revenue_ratio,abs(revenue / (depreciation + 1)),"Tỷ lệ khấu hao so với doanh thu cho thấy mức độ hao mòn tài sản so với khả năng tạo ra doanh thu, ảnh hưởng đến chất lượng tài sản.",line_item,"revenue, depreciation",False,False,raw_division,,abs((revenue/(1+depreciation))),4,2,False,False,False
gemma4-e2b-plecpu,2,F4-006,F4,P09-HAH24-fixed_assets,False,1,strict,capex_to_equity_ratio,"safe_div(abs(capex), equity)","Tỷ lệ chi tiêu vốn so với vốn chủ sở hữu đo lường mức độ phụ thuộc vào đầu tư mới, có thể là rủi ro hoặc cơ hội.",line_item,"capex, equity",False,True,,,"safe_div(abs(capex),equity)",3,2,True,False,False
gemma4-e2b-plecpu,2,F4-006,F4,P09-HAH24-fixed_assets,False,2,strict,asset_composition_zscore,zscore(long_term_assets),"Điểm chuẩn hóa của tài sản dài hạn giúp đánh giá mức độ tập trung vào tài sản cố định, là yếu tố cơ bản của mô hình logistics.",line_item,long_term_assets,False,True,,,zscore(long_term_assets),2,1,True,False,False
gemma4-e2b-plecpu,2,F2-010,F2,P10-TNG17-fixed_assets,False,0,strict,asset_turnover_ratio_lag_1,"rank(safe_div(fixed_assets lag(1), total_assets lag(1)))","Xếp hạng dựa trên tỷ lệ tài sản cố định so với tổng tài sản trong kỳ trước, phản ánh mức độ luân chuyển của tài sản cố định. Tỷ lệ cao có thể cho thấy doanh nghiệp đang sử dụng tài sản hiệu quả hơn.",note,"Công ty đã thể chấp máy móc, thiết bị, phương tiện vận tải, nhà xuống và vật kiến trúc để đảm bào cho các khoản tiên vay tại các ngân hàng thương mại và tổ chức tín dụng",True,False,syntax_error,,,,,False,True,False
gemma4-e2b-plecpu,2,F2-010,F2,P10-TNG17-fixed_assets,False,1,strict,capex_to_revenue_ratio_zscore,"zscore(safe_div(capex, revenue))","Đo lường mức độ chi tiêu cho đầu tư mới (capex) so với doanh thu trong kỳ, là chỉ báo về mức độ mở rộng hoặc tái đầu tư. Giá trị cao có thể gợi ý về tiềm năng tăng trưởng trong quý tới.",line_item,"capex, revenue",False,True,,,"zscore(safe_div(capex,revenue))",3,2,True,False,False
gemma4-e2b-plecpu,2,F2-010,F2,P10-TNG17-fixed_assets,False,2,strict,depreciation_to_fixed_assets_ratio_lag_2,"lag(safe_div(depreciation, fixed_assets), 2)","Phân tích tỷ lệ khấu hao so với tài sản cố định trong hai quý trước, giúp đánh giá tính ổn định của chi phí khấu hao. Tỷ lệ thay đổi có thể là tín hiệu cho sự thay đổi trong cơ cấu tài sản.",line_item,"depreciation, fixed_assets",False,True,,,"lag(safe_div(depreciation,fixed_assets),2)",3,2,True,True,False
gemma4-e2b-plecpu,2,F3-008,F3,P10-TNG17-fixed_assets,False,0,strict,capex_to_fixed_assets_ratio,abs(capex) / fixed_assets,"Tỷ lệ chi tiêu cho đầu tư mới (capex) so với tổng tài sản cố định cho thấy mức độ tái đầu tư vào cơ sở vật chất, là yếu tố quan trọng cho tăng trưởng dài hạn.",line_item,"capex, fixed_assets",False,False,raw_division,,(abs(capex)/fixed_assets),3,2,False,False,False
gemma4-e2b-plecpu,2,F3-008,F3,P10-TNG17-fixed_assets,False,1,strict,asset_turnover_ratio,"safe_div(depreciation, fixed_assets)","Tỷ lệ khấu hao so với tài sản cố định phản ánh mức độ hao mòn của tài sản, cho thấy mức độ sử dụng và vòng quay của tài sản cố định.",line_item,"depreciation, fixed_assets",False,False,duplicate,,"safe_div(depreciation,fixed_assets)",2,2,False,False,False
gemma4-e2b-plecpu,2,F3-008,F3,P10-TNG17-fixed_assets,False,2,strict,asset_disposal_impact,abs(revenue) / (fixed_assets + accumulated_depreciation),Tỷ lệ doanh thu so với tổng giá trị tài sản cố định (bao gồm cả khấu hao) đánh giá mức độ hiệu quả của việc sử dụng tài sản trong việc tạo ra doanh thu.,note,"Thanh lý, nhượng bán",True,False,raw_division,,(abs(revenue)/(accumulated_depreciation+fixed_assets)),3,3,False,False,False
gemma4-e2b-plecpu,2,F2-011,F2,P11-HPG17-cip,False,0,strict,construction_progress_ratio,"abs(construction_in_progress) safe_div(total_assets, construction_in_progress)","Tỷ lệ chi phí xây dựng cơ bản dở dang so với tổng tài sản thể hiện mức độ cam kết đầu tư vào các dự án cơ sở hạ tầng, ảnh hưởng trực tiếp đến triển vọng tăng trưởng dài hạn.",line_item,Chi phí xây dựng cơ bản dở dang,False,False,syntax_error,,,,,False,False,False
gemma4-e2b-plecpu,2,F2-011,F2,P11-HPG17-cip,False,1,strict,capex_to_revenue_ratio,"abs(capex) safe_div(revenue, capex)","Tỷ lệ chi tiêu cho đầu tư (Capex) so với doanh thu phản ánh mức độ doanh nghiệp đang dùng nguồn lực để mở rộng hoặc phát triển cơ sở vật chất, là tín hiệu cho chu kỳ đầu tư.",note,"Tiền chi mua sắm, xây dựng TSCĐ và tài sản dài hạn",False,False,syntax_error,,,,,False,False,False
gemma4-e2b-plecpu,2,F2-011,F2,P11-HPG17-cip,False,2,strict,lag_net_income_growth,"growth(net_income, 1)","Tốc độ tăng trưởng lợi nhuận sau thuế trong quý trước là một chỉ báo về hiệu suất kinh doanh gần nhất, có thể dự báo xu hướng lợi nhuận trong quý tiếp theo.",line_item,net_income,False,True,,,"growth(net_income,1)",2,1,True,True,False
gemma4-e2b-plecpu,2,F4-007,F4,P11-HPG17-cip,False,0,strict,construction_progress_ratio,"abs(construction_in_progress) safe_div(total_assets, long_term_assets)","Tỷ lệ tài sản dở dang so với tổng tài sản thể hiện mức độ đầu tư đang diễn ra, có thể là tín hiệu cho chu kỳ tăng trưởng sắp tới.",line_item,"construction_in_progress, total_assets, long_term_assets",False,False,syntax_error,,,,,False,False,False
gemma4-e2b-plecpu,2,F4-007,F4,P11-HPG17-cip,False,1,strict,capex_to_revenue_lag,"growth(capex, 2)",Tốc độ tăng của chi tiêu vốn (capex) so với quá khứ có thể dự báo áp lực lên lợi nhuận trong tương lai.,line_item,capex,False,True,,,"growth(capex,2)",2,1,True,True,False
gemma4-e2b-plecpu,2,F4-007,F4,P11-HPG17-cip,False,2,strict,net_income_vs_assets_lag,"delta(net_income, 4)",Sự thay đổi của lợi nhuận sau thuế so với quá khứ xa hơn có thể phản ánh hiệu quả kinh doanh và định giá cổ phiếu.,line_item,net_income,False,True,,,"delta(net_income,4)",2,1,False,True,False
gemma4-e2b-plecpu,2,F1-008,F1,P12-VGC24-cip,False,0,strict,construction_progress_ratio_lag1,"growth(construction_in_progress, 1) * safe_div(revenue, total_assets) + zscore(construction_in_progress, 1)",Công thức này đo lường mức độ tăng trưởng của tài sản dở dang so với doanh thu và chuẩn hóa theo lát cắt ngang. Nó dự đoán rằng sự gia tăng của tài sản dở dang (dấu hiệu của chu kỳ đầu tư) sẽ có tác động tích cực đến lợi suất cổ phiếu.,line_item,"construction_in_progress, revenue, total_assets",False,False,bad_arity:zscore,,"((growth(construction_in_progress,1)*safe_div(revenue,total_assets))+zscore(construction_in_progress,1))",4,3,False,True,False
gemma4-e2b-plecpu,2,F1-008,F1,P12-VGC24-cip,False,1,strict,capex_to_equity_ratio_lag2,"lag(capex, 2) * safe_div(equity, long_term_debt) + delta(capex, 2)","Công thức này tập trung vào dòng tiền chi ra cho đầu tư (capex) so với cơ cấu vốn chủ sở hữu. Tỷ lệ này phản ánh áp lực tài chính từ việc đầu tư, có thể là tín hiệu cho chu kỳ tăng trưởng sắp tới.",line_item,"capex, equity, long_term_debt",False,True,,,"((lag(capex,2)*safe_div(equity,long_term_debt))+delta(capex,2))",4,3,True,True,False
gemma4-e2b-plecpu,2,F1-008,F1,P12-VGC24-cip,False,2,strict,net_income_vs_fixed_assets_ratio_lag1,"growth(net_income, 1) * abs(fixed_assets) + zscore(net_income, 1)",Công thức này đánh giá mối quan hệ giữa lợi nhuận và tài sản cố định. Lợi nhuận tăng trưởng trong khi tài sản cố định (cơ sở của ngành sản xuất) có thể cho thấy hiệu quả của chu kỳ đầu tư.,line_item,"net_income, fixed_assets",False,False,bad_arity:zscore,,"((abs(fixed_assets)*growth(net_income,1))+zscore(net_income,1))",4,2,False,True,False
gemma4-e2b-plecpu,2,F2-012,F2,P12-VGC24-cip,False,0,strict,construction_progress_ratio,"abs(construction_in_progress) safe_div(total_assets, construction_in_progress)","Tỷ lệ chi phí xây dựng cơ bản dở dang so với tổng tài sản thể hiện mức độ cam kết và khối lượng dự án đang triển khai, ảnh hưởng trực tiếp đến dòng tiền và lợi nhuận trong tương lai.",line_item,16. CHI PHÍ XÂY DỰNG CƠ BẢN DỞ DANG,False,False,syntax_error,,,,,False,False,False
gemma4-e2b-plecpu,2,F2-012,F2,P12-VGC24-cip,False,1,strict,capex_to_assets_ratio,"capex safe_div(total_assets, capex)","Tỷ lệ chi tiêu cho đầu tư xây dựng (capex) so với tổng tài sản phản ánh cường độ đầu tư vào tài sản cố định và cơ sở hạ tầng, là yếu tố quan trọng cho chu kỳ kinh doanh.",note,"capex: Tiền chi mua sắm, xây dựng TSCĐ và tài sản dài hạn khác [VND, phát sinh trong kỳ, ghi số âm]",False,False,syntax_error,,,,,False,False,False
gemma4-e2b-plecpu,2,F2-012,F2,P12-VGC24-cip,False,2,strict,lag_cfo_vs_construction,"growth(cfo, 1) * lag(construction_in_progress, 1)","Sự tăng trưởng của dòng tiền thuần (cfo) so với kỳ trước, kết hợp với mức độ dở dang của các dự án, giúp đánh giá khả năng tài trợ và tiến độ hoàn thành các nghĩa vụ đầu tư.",line_item,"cfo: Lưu chuyển tiền thuần từ hoạt động kinh doanh [VND, phát sinh trong kỳ]",False,True,,,"(growth(cfo,1)*lag(construction_in_progress,1))",3,2,True,True,False
gemma4-e2b-plecpu,2,F3-009,F3,P12-VGC24-cip,False,0,strict,construction_progress_ratio,"safe_div(construction_in_progress, total_assets)","Tỷ lệ tài sản dở dang so với tổng tài sản phản ánh mức độ cam kết và khối lượng dự án đang triển khai, có thể là yếu tố rủi ro hoặc cơ hội trong chu kỳ đầu tư.",line_item,"construction_in_progress, total_assets",False,True,,,"safe_div(construction_in_progress,total_assets)",2,2,True,False,False
gemma4-e2b-plecpu,2,F3-009,F3,P12-VGC24-cip,False,1,strict,capex_to_construction_ratio,"safe_div(abs(capex), construction_in_progress)","Tỷ lệ chi phí xây dựng mới so với chi phí dở dang cho thấy tốc độ mở rộng dự án, có thể là chỉ báo về nhu cầu đầu tư trong tương lai.",line_item,"capex, construction_in_progress",False,True,,,"safe_div(abs(capex),construction_in_progress)",3,2,True,False,False
gemma4-e2b-plecpu,2,F3-009,F3,P12-VGC24-cip,False,2,strict,construction_cost_to_equity,"safe_div(construction_in_progress, equity)","So sánh chi phí xây dựng dở dang với vốn chủ sở hữu cho thấy mức độ sử dụng vốn trong các dự án, ảnh hưởng đến rủi ro và lợi suất.",note,Số cuối năm | Số đầu năm VND | 16. CHI PHÍ XÂY DỰNG CƠ BẢN DỞ DANG,False,True,,,"safe_div(construction_in_progress,equity)",2,2,True,False,False
gemma4-e2b-plecpu,2,F4-008,F4,P12-VGC24-cip,False,0,strict,construction_progress_momentum,"zscore(construction_in_progress, 4)","Tỷ lệ phần trăm công trình dở dang tăng nhanh cho thấy nhu cầu xây dựng đang tăng mạnh, dự báo tích cực cho lợi suất cổ phiếu.",line_item,construction_in_progress,False,False,bad_arity:zscore,,"zscore(construction_in_progress,4)",2,1,False,False,False
gemma4-e2b-plecpu,2,F4-008,F4,P12-VGC24-cip,False,1,strict,capex_to_revenue_ratio,"safe_div(capex, revenue)","Tỷ lệ chi tiêu cho xây dựng mới so với doanh thu phản ánh mức độ đầu tư vào tăng trưởng trong kỳ, ảnh hưởng đến định giá.",line_item,"capex, revenue",False,True,,,"safe_div(capex,revenue)",2,2,True,False,False
gemma4-e2b-plecpu,2,F4-008,F4,P12-VGC24-cip,False,2,strict,asset_utilization_lag,"lag(depreciation, 2)","Khấu hao tài sản là chỉ báo về mức độ sử dụng tài sản, sự chậm trễ trong việc phản ánh có thể tạo ra cơ hội.",line_item,depreciation,False,True,,,"lag(depreciation,2)",2,1,False,True,False
gemma4-e2b-plecpu,2,F2-013,F2,P13-NLG24-customer_advances,False,0,strict,customer_advance_ratio_zscore,zscore(customer_advances),"Tỷ lệ người mua trả tiền trước (customer_advances) được chuẩn hóa để đo lường mức độ phụ thuộc vào tiền trả trước của khách hàng, một chỉ báo mạnh mẽ cho chất lượng doanh thu tương lai.",line_item,Tiền thuê nhà nhận trước từ khách hàng cho toàn bộ giai đoạn thuê,False,True,,,zscore(customer_advances),2,1,True,False,False
gemma4-e2b-plecpu,2,F2-013,F2,P13-NLG24-customer_advances,False,1,strict,revenue_to_assets_growth_lag,"growth(revenue, 1) * (1 + short_term_receivables) / (total_assets) * lag(revenue, 1)","Đo lường tốc độ tăng trưởng doanh thu so với tổng tài sản, kết hợp với các khoản phải thu ngắn hạn, cho thấy hiệu quả chuyển đổi tài sản thành doanh thu trong kỳ.",note,Doanh thu chưa thực hiện tại ngày 31 tháng 12 năm 2024 bao gồm: Giá trị của khoản lợi nhuận mà Nhóm Công ty nhận được từ việc chuyển nhượng một phần dự án Mizuki cho NNH Mizuki,True,False,raw_division,,"((((1+short_term_receivables)*growth(revenue,1))/total_assets)*lag(revenue,1))",5,3,False,True,False
gemma4-e2b-plecpu,2,F2-013,F2,P13-NLG24-customer_advances,False,2,strict,net_income_to_customer_advances_ratio,abs(net_income) / customer_advances,"Tỷ lệ lợi nhuận sau thuế so với tiền người mua trả trước cho thấy khả năng sinh lời trực tiếp từ các giao dịch bán hàng, là thước đo hiệu quả kinh doanh cốt lõi.",line_item,Lợi nhuận chưa thực hiện dự án Mizuki Park,False,False,raw_division,,(abs(net_income)/customer_advances),3,2,False,False,False
gemma4-e2b-plecpu,2,F3-010,F3,P13-NLG24-customer_advances,False,0,strict,customer_advance_to_revenue,"safe_div(customer_advances, revenue)","Tỷ lệ tiền người mua trả trước so với doanh thu cho thấy mức độ tiền mặt đã được thu về từ các giao dịch bán hàng, là chỉ báo trực tiếp về chất lượng dòng tiền trong kỳ.",line_item,"customer_advances, revenue",False,True,,,"safe_div(customer_advances,revenue)",2,2,True,False,False
gemma4-e2b-plecpu,2,F3-010,F3,P13-NLG24-customer_advances,False,1,strict,unrealized_revenue_to_assets,"safe_div(revenue, total_assets)","Tỷ lệ doanh thu (bao gồm cả chưa thực hiện) so với tổng tài sản đo lường mức độ tài sản đang được sử dụng để tạo ra doanh thu, phản ánh chất lượng tài sản.",note,"Doanh thu chưa thực hiện tại ngày 31 tháng 12 năm 2024 bao gồm: Giá trị của khoản lợi nhuận mà Nhóm Công ty nhận được từ việc chuyển nhượng một phần dự án Mizuki cho NNH Mizuki, theo tỷ lệ sở hữu của Nhóm Công ty trong các liên doanh này và khoản lợi nhuận phát sinh từ việc cung cấp dịch vụ cho các công ty này.",True,True,,,"safe_div(revenue,total_assets)",2,2,True,False,False
gemma4-e2b-plecpu,2,F3-010,F3,P13-NLG24-customer_advances,False,2,strict,customer_advances_to_equity,"safe_div(customer_advances, equity)","Tỷ lệ tiền người mua trả trước so với vốn chủ sở hữu đo lường mức độ tài trợ hoạt động kinh doanh bằng nguồn vốn của chủ sở hữu, cho thấy sự phụ thuộc vào vốn huy động từ khách hàng.",line_item,"customer_advances, equity",False,True,,,"safe_div(customer_advances,equity)",2,2,True,False,False
gemma4-e2b-plecpu,2,F1-009,F1,P14-IDC24-customer_advances,False,0,strict,customer_advance_to_revenue_ratio_lag1,"abs(safe_div(revenue, lag(customer_advances, 1))) * log(cash_and_equivalents)","Đo lường mức độ doanh thu thực tế có thể bù đắp được bằng tiền khách hàng trả trước trong kỳ trước, sau đó điều chỉnh theo mức độ thanh khoản (cash_and_equivalents). Tỷ lệ cao cho thấy khả năng chuyển đổi tiền trả trước thành doanh thu tốt, dự báo lợi suất cao.",line_item,"revenue, customer_advances, cash_and_equivalents",False,True,,,"(abs(safe_div(revenue,lag(customer_advances,1)))*log(cash_and_equivalents))",5,3,True,True,False
